,ctr,tour,cb,ob,study,ect,total,yoy,growth,ratio,date,season
634,미주 기타,2359,35,51,35,1083,3563,4198,-15.1,0.3,2014-10,fall
636,영국,9995,618,11,10,2378,13012,12540,3.8,1.0,2014-10,fall
637,독일,8824,275,25,89,1577,10790,10816,-0.2,0.8,2014-10,fall
638,프랑스,6509,390,32,103,1041,8075,7929,1.8,0.6,2014-10,fall
639,네덜란드,2299,86,3,30,537,2955,2983,-0.9,0.2,2014-10,fall
640,스웨덴,1724,58,4,45,159,1990,2084,-4.5,0.2,2014-10,fall
641,스위스,1399,26,7,11,213,1656,1788,-7.4,0.1,2014-10,fall
642,이탈리아,2855,100,11,6,1696,4668,4110,13.6,0.4,2014-10,fall
643,덴마크,1177,79,3,7,158,1424,1143,24.6,0.1,2014-10,fall
644,노르웨이,1281,495,0,5,163,1944,2066,-5.9,0.1,2014-10,fall
645,벨기에,945,15,1,7,165,1133,1065,6.4,0.1,2014-10,fall
646,오스트리아,846,11,8,8,164,1037,1037,0.0,0.1,2014-10,fall
647,스페인,1572,25,5,12,296,1910,1972,-3.1,0.1,2014-10,fall
648,그리스,398,29,0,0,326,753,777,-3.1,0.1,2014-10,fall
649,포르투갈,917,12,2,7,183,1121,823,36.2,0.1,2014-10,fall
650,핀란드,842,24,0,13,230,1109,1320,-16.0,0.1,2014-10,fall
651,아일랜드,519,25,3,0,167,714,681,4.8,0.1,2014-10,fall
652,우크라이나,522,151,3,4,1460,2140,1902,12.5,0.2,2014-10,fall
653,러시아,13185,139,30,27,4837,18218,16016,13.7,1.4,2014-10,fall
654,크로아티아,301,30,0,1,308,640,625,2.4,0.0,2014-10,fall
655,루마니아,495,16,1,4,779,1295,1194,8.5,0.1,2014-10,fall
656,불가리아,224,5,0,3,500,732,754,-2.9,0.1,2014-10,fall
657,폴란드,984,45,0,8,448,1485,1326,12.0,0.1,2014-10,fall
658,구주 기타,2355,152,33,13,998,3551,3335,6.5,0.3,2014-10,fall
660,오스트레일리아,11048,376,45,5,2451,13925,11148,24.9,1.1,2014-10,fall
661,뉴질랜드,2058,44,3,0,460,2565,2568,-0.1,0.2,2014-10,fall
662,대양주 기타,437,2,14,3,69,525,941,-44.2,0.0,2014-10,fall
664,남아프리카공화국,617,37,1,1,380,1036,909,14.0,0.1,2014-10,fall
665,아프리카 기타,2125,500,483,117,554,3779,4166,-9.3,0.3,2014-10,fall
667,국적미상,34,6,0,0,28,68,15,353.3,0.0,2014-10,fall
669,교포,0,0,0,0,27134,27134,29044,-6.6,2.1,2014-10,fall
671,일본,172285,2155,189,383,4521,179533,222797,-19.4,16.1,2014-11,fall
672,대만,48434,55,6,95,696,49286,42561,15.8,4.4,2014-11,fall
673,홍콩,46303,60,1,87,611,47062,36106,30.3,4.2,2014-11,fall
674,마카오,3460,0,0,4,29,3493,2342,49.1,0.3,2014-11,fall
675,태국,37154,36,278,52,5465,42985,32640,31.7,3.8,2014-11,fall
676,말레이시아,24964,157,4,37,1441,26603,26010,2.3,2.4,2014-11,fall
677,필리핀,13711,287,126,40,19884,34048,25777,32.1,3.0,2014-11,fall
678,인도네시아,10143,197,122,70,5286,15818,13399,18.1,1.4,2014-11,fall
679,싱가포르,19463,133,3,47,1237,20883,18698,11.7,1.9,2014-11,fall
680,미얀마,1269,26,119,10,3644,5068,4683,8.2,0.5,2014-11,fall
681,베트남,6269,683,378,206,3607,11143,8486,31.3,1.0,2014-11,fall
682,인도,2106,3164,80,57,4659,10066,8079,24.6,0.9,2014-11,fall
683,스리랑카,222,81,8,9,785,1105,836,32.2,0.1,2014-11,fall
684,파키스탄,226,215,47,40,329,857,827,3.6,0.1,2014-11,fall
685,방글라데시,149,144,62,26,787,1168,875,33.5,0.1,2014-11,fall
686,캄보디아,494,28,86,12,1249,1869,1031,81.3,0.2,2014-11,fall
687,몽골,4135,143,346,82,359,5065,4970,1.9,0.5,2014-11,fall
688,중국,381118,5601,424,3668,69860,460671,276428,66.7,41.2,2014-11,fall
689,이란,133,252,11,13,23,432,361,19.7,0.0,2014-11,fall
690,이스라엘,913,6,0,3,26,948,847,11.9,0.1,2014-11,fall
691,터키,946,16,73,9,740,1784,1769,0.8,0.2,2014-11,fall
692,우즈베키스탄,1389,807,0,35,2006,4237,4015,5.5,0.4,2014-11,fall
693,카자흐스탄,1372,77,7,22,267,1745,1244,40.3,0.2,2014-11,fall
694,GCC,1478,47,19,127,29,1700,1342,26.7,0.2,2014-11,fall
695,아시아 기타,1411,599,203,34,1863,4110,3844,6.9,0.4,2014-11,fall
697,미국,45092,772,1564,136,11145,58709,53894,8.9,5.3,2014-11,fall
698,캐나다,9555,128,9,23,3039,12754,9672,31.9,1.1,2014-11,fall
699,멕시코,775,5,2,36,189,1007,773,30.3,0.1,2014-11,fall
700,브라질,916,32,7,27,203,1185,1097,8.0,0.1,2014-11,fall
701,미주 기타,1546,36,14,33,483,2112,2134,-1.0,0.2,2014-11,fall
703,영국,8332,618,16,14,1427,10407,8852,17.6,0.9,2014-11,fall
704,독일,6963,264,17,205,1158,8607,8487,1.4,0.8,2014-11,fall
705,프랑스,4889,408,30,251,891,6469,5981,8.2,0.6,2014-11,fall
706,네덜란드,2188,81,7,46,478,2800,2561,9.3,0.3,2014-11,fall
707,스웨덴,1210,62,7,76,94,1449,1483,-2.3,0.1,2014-11,fall
708,스위스,918,22,1,32,77,1050,1041,0.9,0.1,2014-11,fall
709,이탈리아,2767,86,8,16,1242,4119,3570,15.4,0.4,2014-11,fall
710,덴마크,728,86,2,20,137,973,745,30.6,0.1,2014-11,fall
711,노르웨이,1092,523,9,12,110,1746,1519,14.9,0.2,2014-11,fall
712,벨기에,700,24,2,20,117,863,729,18.4,0.1,2014-11,fall
713,오스트리아,637,14,0,21,145,817,797,2.5,0.1,2014-11,fall
714,스페인,1476,21,6,78,247,1828,1674,9.2,0.2,2014-11,fall
715,그리스,391,33,0,1,254,679,651,4.3,0.1,2014-11,fall
716,포르투갈,670,14,2,9,101,796,621,28.2,0.1,2014-11,fall
717,핀란드,694,18,0,44,155,911,812,12.2,0.1,2014-11,fall
718,아일랜드,466,29,2,2,112,611,446,37.0,0.1,2014-11,fall
719,우크라이나,527,112,4,9,1477,2129,1695,25.6,0.2,2014-11,fall
720,러시아,11256,142,22,49,4810,16279,14236,14.4,1.5,2014-11,fall
721,크로아티아,238,16,0,0,272,526,430,22.3,0.0,2014-11,fall
722,루마니아,394,10,2,3,647,1056,1007,4.9,0.1,2014-11,fall
723,불가리아,217,8,1,2,416,644,579,11.2,0.1,2014-11,fall
724,폴란드,864,24,0,16,381,1285,1116,15.1,0.1,2014-11,fall
725,구주 기타,1909,109,21,66,732,2837,2749,3.2,0.3,2014-11,fall
727,오스트레일리아,9152,371,35,11,2502,12071,7831,54.1,1.1,2014-11,fall
728,뉴질랜드,1684,38,2,2,411,2137,2097,1.9,0.2,2014-11,fall
729,대양주 기타,358,5,12,1,100,476,465,2.4,0.0,2014-11,fall
731,남아프리카공화국,358,34,0,1,169,562,506,11.1,0.1,2014-11,fall
732,아프리카 기타,1637,635,84,63,421,2840,2840,0.0,0.3,2014-11,fall
734,국적미상,24,3,1,0,35,63,20,215.0,0.0,2014-11,fall
736,교포,0,0,0,0,22922,22922,24824,-7.7,2.1,2014-11,fall
738,일본,164921,1658,128,392,3388,170487,215050,-20.7,15.7,2014-12,winter
739,대만,48737,55,5,98,676,49571,43526,13.9,4.6,2014-12,winter
740,홍콩,53317,50,0,120,666,54153,38677,40.0,5.0,2014-12,winter
741,마카오,5876,0,0,4,30,5910,4239,39.4,0.5,2014-12,winter
742,태국,41718,46,182,59,5041,47046,37679,24.9,4.3,2014-12,winter
743,말레이시아,34804,163,11,76,1419,36473,29985,21.6,3.4,2014-12,winter
744,필리핀,15079,176,97,44,17034,32430,25925,25.1,3.0,2014-12,winter
745,인도네시아,16615,217,60,57,5729,22678,20157,12.5,2.1,2014-12,winter
746,싱가포르,33394,140,12,59,1177,34782,32725,6.3,3.2,2014-12,winter
747,미얀마,1350,20,83,18,3585,5056,5424,-6.8,0.5,2014-12,winter
748,베트남,4813,405,295,501,3643,9657,7758,24.5,0.9,2014-12,winter
